"id","ts","target_ts","resource","input_value","predicted_value","actual_value","horizon_seconds","model_version"
9678,"2026-03-07 07:18:21.792461+00","2026-03-07 07:19:21.792461+00","rps","0.0999980000399992","514.3551025390625","0.1",60,"v20260306-_tuned_20260306-181039-0246"
9682,"2026-03-07 07:18:51.75382+00","2026-03-07 07:19:51.75382+00","cpu","0.0001576174366466856","0.048631783574819565","0.00012202556012634864",60,"v20260306-_tuned_20260306-181039-0246"
9683,"2026-03-07 07:18:51.768743+00","2026-03-07 07:19:51.768743+00","ram","30.25","48.27607345581055","30.25",60,"v20260306-_tuned_20260306-181039-0246"
9684,"2026-03-07 07:18:51.782321+00","2026-03-07 07:19:51.782321+00","rps","0.0999980000399992","515.29052734375","0.1",60,"v20260306-_tuned_20260306-181039-0246"
9688,"2026-03-07 07:19:21.75088+00","2026-03-07 07:20:21.75088+00","cpu","0.00011669013639683408","0.04874825105071068","0.00010253595346832662",60,"v20260306-_tuned_20260306-181039-0246"
9689,"2026-03-07 07:19:21.765365+00","2026-03-07 07:20:21.765365+00","ram","30.25","48.28818893432617","30.25",60,"v20260306-_tuned_20260306-181039-0246"
9690,"2026-03-07 07:19:21.778979+00","2026-03-07 07:20:21.778979+00","rps","0.1","515.53173828125","0.1",60,"v20260306-_tuned_20260306-181039-0246"
9695,"2026-03-07 07:19:51.775886+00","2026-03-07 07:20:51.775886+00","ram","30.25","48.29448699951172","30.25",60,"v20260306-_tuned_20260306-181039-0246"
9696,"2026-03-07 07:19:51.792332+00","2026-03-07 07:20:51.792332+00","rps","0.1","515.5634155273438","0.0999980000399992",60,"v20260306-_tuned_20260306-181039-0246"
9697,"2026-03-07 07:20:06.755882+00","2026-03-07 07:21:06.755882+00","cpu","0.00010251063710268686","0.048817988485097885","0.00019761966121724663",60,"v20260306-_tuned_20260306-181039-0246"
9698,"2026-03-07 07:20:06.77971+00","2026-03-07 07:21:06.77971+00","ram","30.25","48.29646682739258","30.25390625",60,"v20260306-_tuned_20260306-181039-0246"
